TransactionID,TransactionDT,TransactionAmt,ProductCD,card4,card6,Device_Is_New,P_emaildomain
30351,2026-02-07 02:28:01.653399,139.83,C,amex,credit,0,anon.net
30352,2026-02-07 02:27:01.653402,47.26,W,mastercard,debit,0,yahoo.com
30353,2026-02-07 02:26:01.653404,152.5,H,amex,credit,0,corporate.com
30354,2026-02-07 02:25:01.653407,345.48,H,visa,debit,0,corporate.com
30355,2026-02-07 02:24:01.653410,24.5,W,visa,debit,0,corporate.com
30356,2026-02-07 02:23:01.653413,21.57,W,visa,credit,0,gmail.com
30357,2026-02-07 02:22:01.653415,170.53,C,mastercard,credit,0,corporate.com
30358,2026-02-07 02:21:01.653418,108.13,H,visa,debit,0,gmail.com
30359,2026-02-07 02:20:01.653421,8.9,R,amex,credit,1,anon.net
30360,2026-02-07 02:19:01.653423,48.42,H,visa,debit,0,corporate.com
30361,2026-02-07 02:18:01.653433,38.87,W,visa,credit,0,yahoo.com
30362,2026-02-07 02:17:01.653435,303.39,W,amex,debit,1,anon.net
30363,2026-02-07 02:16:01.653438,202.86,H,mastercard,credit,0,yahoo.com
30364,2026-02-07 02:15:01.653441,63.9,W,visa,credit,0,corporate.com
30365,2026-02-07 02:14:01.653444,82.85,W,amex,debit,0,gmail.com
30366,2026-02-07 02:13:01.653446,374.0,H,visa,debit,1,yahoo.com
30367,2026-02-07 02:12:01.653449,9.84,H,visa,credit,0,yahoo.com
30368,2026-02-07 02:11:01.653452,94.43,H,amex,credit,0,anon.net
30369,2026-02-07 02:10:01.653454,204.95,C,visa,debit,0,anon.net
30370,2026-02-07 02:09:01.653456,47.51,H,visa,debit,0,yahoo.com
30371,2026-02-07 02:08:01.653458,13.97,C,mastercard,credit,0,yahoo.com
30372,2026-02-07 02:07:01.653460,7.5,H,amex,credit,0,yahoo.com
30373,2026-02-07 02:06:01.653462,36.17,C,visa,credit,0,anon.net
30374,2026-02-07 02:05:01.653464,73.67,C,amex,credit,0,gmail.com
30375,2026-02-07 02:04:01.653466,8.78,C,mastercard,debit,0,yahoo.com
30376,2026-02-07 02:03:01.653468,51.69,W,mastercard,debit,0,corporate.com
30377,2026-02-07 02:02:01.653470,40.83,H,visa,debit,1,corporate.com
30378,2026-02-07 02:01:01.653473,34.92,C,amex,credit,0,anon.net
30379,2026-02-07 02:00:01.653476,309.97,H,visa,credit,0,yahoo.com
30380,2026-02-07 01:59:01.653479,124.67,W,mastercard,credit,1,gmail.com
30381,2026-02-07 01:58:01.653481,54.69,W,mastercard,debit,0,yahoo.com
30382,2026-02-07 01:57:01.653484,122.59,W,amex,credit,0,corporate.com
30383,2026-02-07 01:56:01.653486,35.74,W,mastercard,credit,0,corporate.com
30384,2026-02-07 01:55:01.653489,52.27,W,visa,credit,0,anon.net
30385,2026-02-07 01:54:01.653492,149.47,C,amex,credit,0,gmail.com
30386,2026-02-07 01:53:01.653495,64.2,C,mastercard,debit,1,corporate.com
30387,2026-02-07 01:52:01.653497,107.31,C,mastercard,debit,0,yahoo.com
30388,2026-02-07 01:51:01.653500,47.17,W,amex,credit,1,yahoo.com
30389,2026-02-07 01:50:01.653502,260.69,W,visa,debit,1,corporate.com
30390,2026-02-07 01:49:01.653505,201.92,C,mastercard,credit,0,gmail.com
30391,2026-02-07 01:48:01.653508,61.04,W,amex,debit,0,anon.net
30392,2026-02-07 01:47:01.653510,16.14,W,visa,credit,0,gmail.com
30393,2026-02-07 01:46:01.653513,147.36,R,amex,credit,0,corporate.com
30394,2026-02-07 01:45:01.653515,2.64,H,visa,debit,0,yahoo.com
30395,2026-02-07 01:44:01.653518,66.34,W,visa,credit,0,corporate.com
30396,2026-02-07 01:43:01.653521,95.73,H,amex,debit,1,corporate.com
30397,2026-02-07 01:42:01.653523,62.95,W,mastercard,debit,0,corporate.com
30398,2026-02-07 01:41:01.653526,310.21,W,visa,debit,0,gmail.com
30399,2026-02-07 01:40:01.653529,29.0,H,visa,debit,0,gmail.com
30400,2026-02-07 01:39:01.653532,17.8,C,mastercard,debit,0,corporate.com
30401,2026-02-07 01:38:01.653534,120.19,W,mastercard,debit,0,gmail.com
30402,2026-02-07 01:37:01.653537,54.29,C,amex,credit,0,yahoo.com
30403,2026-02-07 01:36:01.653540,136.6,H,amex,debit,0,anon.net
30404,2026-02-07 01:35:01.653543,177.37,R,visa,credit,1,yahoo.com
30405,2026-02-07 01:34:01.653545,207.16,W,mastercard,credit,1,anon.net
30406,2026-02-07 01:33:01.653548,62.68,W,amex,credit,0,yahoo.com
30407,2026-02-07 01:32:01.653551,321.12,W,mastercard,debit,0,yahoo.com
30408,2026-02-07 01:31:01.653553,13.38,H,visa,credit,0,gmail.com
30409,2026-02-07 01:30:01.653555,6.63,H,visa,debit,0,yahoo.com
30410,2026-02-07 01:29:01.653557,131.57,C,mastercard,debit,0,anon.net
30411,2026-02-07 01:28:01.653561,79.48,W,visa,debit,0,anon.net
30412,2026-02-07 01:27:01.653563,47.74,C,visa,debit,0,gmail.com
30413,2026-02-07 01:26:01.653566,75.02,R,amex,debit,0,corporate.com
30414,2026-02-07 01:25:01.653569,10.52,H,mastercard,debit,0,yahoo.com
30415,2026-02-07 01:24:01.653572,5.17,H,mastercard,credit,0,yahoo.com
30416,2026-02-07 01:23:01.653574,27.24,W,mastercard,debit,0,yahoo.com
30417,2026-02-07 01:22:01.653577,21.0,C,visa,debit,0,corporate.com
30418,2026-02-07 01:21:01.653580,39.32,C,amex,debit,0,yahoo.com
30419,2026-02-07 01:20:01.653582,198.63,C,visa,debit,0,corporate.com
30420,2026-02-07 01:19:01.653585,59.86,R,visa,credit,0,yahoo.com
30421,2026-02-07 01:18:01.653588,5.14,W,mastercard,credit,0,anon.net
30422,2026-02-07 01:17:01.653590,236.04,C,visa,credit,0,corporate.com
30423,2026-02-07 01:16:01.653593,37.11,H,mastercard,debit,0,gmail.com
30424,2026-02-07 01:15:01.653596,26.17,C,amex,credit,0,anon.net
30425,2026-02-07 01:14:01.653599,20.31,W,mastercard,credit,0,yahoo.com
30426,2026-02-07 01:13:01.653601,170.85,W,mastercard,credit,0,yahoo.com
30427,2026-02-07 01:12:01.653604,134.23,C,mastercard,debit,0,corporate.com
30428,2026-02-07 01:11:01.653607,56.72,W,amex,debit,0,anon.net
30429,2026-02-07 01:10:01.653609,214.76,W,amex,credit,0,corporate.com
30430,2026-02-07 01:09:01.653612,131.92,W,visa,credit,0,gmail.com
30431,2026-02-07 01:08:01.653615,241.71,H,amex,credit,0,yahoo.com
30432,2026-02-07 01:07:01.653617,64.77,R,mastercard,debit,0,anon.net
30433,2026-02-07 01:06:01.653620,154.78,W,amex,debit,0,anon.net
30434,2026-02-07 01:05:01.653623,104.12,H,visa,credit,0,anon.net
30435,2026-02-07 01:04:01.653626,13.69,H,amex,credit,0,yahoo.com
30436,2026-02-07 01:03:01.653628,34.46,W,amex,credit,0,corporate.com
30437,2026-02-07 01:02:01.653631,90.0,W,mastercard,debit,1,gmail.com
30438,2026-02-07 01:01:01.653634,37.15,W,amex,credit,0,yahoo.com
30439,2026-02-07 01:00:01.653636,144.55,C,mastercard,credit,0,corporate.com
30440,2026-02-07 00:59:01.653639,85.09,R,mastercard,debit,0,yahoo.com
30441,2026-02-07 00:58:01.653642,108.27,W,amex,credit,0,corporate.com
30442,2026-02-07 00:57:01.653645,80.48,W,mastercard,debit,0,corporate.com
30443,2026-02-07 00:56:01.653647,53.27,C,mastercard,credit,0,yahoo.com
30444,2026-02-07 00:55:01.653650,35.36,C,mastercard,debit,0,gmail.com
30445,2026-02-07 00:54:01.653653,138.79,W,amex,credit,0,gmail.com
30446,2026-02-07 00:53:01.653659,134.9,W,mastercard,credit,0,yahoo.com
30447,2026-02-07 00:52:01.653662,37.91,W,amex,debit,0,anon.net
30448,2026-02-07 00:51:01.653664,167.79,H,mastercard,credit,0,corporate.com
30449,2026-02-07 00:50:01.653667,160.22,H,amex,debit,1,gmail.com
30450,2026-02-07 00:49:01.653670,17.92,C,amex,credit,0,yahoo.com
30451,2026-02-07 00:48:01.653673,193.73,H,amex,debit,0,gmail.com
30452,2026-02-07 00:47:01.653675,73.62,C,mastercard,credit,0,gmail.com
30453,2026-02-07 00:46:01.653678,178.28,H,amex,debit,0,anon.net
30454,2026-02-07 00:45:01.653681,11.78,W,visa,credit,0,yahoo.com
30455,2026-02-07 00:44:01.653683,344.93,H,amex,credit,0,yahoo.com
30456,2026-02-07 00:43:01.653686,100.5,H,amex,debit,0,corporate.com
30457,2026-02-07 00:42:01.653689,80.4,R,mastercard,debit,0,gmail.com
30458,2026-02-07 00:41:01.653692,6.36,R,amex,credit,0,yahoo.com
30459,2026-02-07 00:40:01.653694,126.57,H,amex,debit,0,corporate.com
30460,2026-02-07 00:39:01.653697,313.71,C,amex,credit,0,yahoo.com
30461,2026-02-07 00:38:01.653700,43.56,W,amex,debit,0,corporate.com
30462,2026-02-07 00:37:01.653702,156.29,W,mastercard,debit,0,anon.net
30463,2026-02-07 00:36:01.653705,147.97,W,mastercard,debit,0,corporate.com
30464,2026-02-07 00:35:01.653708,3.48,H,visa,credit,0,anon.net
30465,2026-02-07 00:34:01.653711,271.81,W,visa,debit,0,anon.net
30466,2026-02-07 00:33:01.653713,75.63,H,mastercard,debit,0,gmail.com
30467,2026-02-07 00:32:01.653716,14.56,H,amex,debit,0,yahoo.com
30468,2026-02-07 00:31:01.653719,18.96,H,mastercard,credit,0,anon.net
30469,2026-02-07 00:30:01.653721,133.47,H,visa,debit,0,yahoo.com
30470,2026-02-07 00:29:01.653724,2.72,W,visa,credit,0,yahoo.com
30471,2026-02-07 00:28:01.653727,0.21,R,mastercard,debit,0,corporate.com
30472,2026-02-07 00:27:01.653729,93.27,W,amex,credit,0,anon.net
30473,2026-02-07 00:26:01.653732,53.32,W,amex,debit,0,anon.net
30474,2026-02-07 00:25:01.653735,41.34,C,amex,credit,0,yahoo.com
30475,2026-02-07 00:24:01.653738,142.69,H,visa,debit,0,corporate.com
30476,2026-02-07 00:23:01.653740,98.36,C,visa,debit,1,corporate.com
30477,2026-02-07 00:22:01.653743,16.34,W,mastercard,credit,1,corporate.com
30478,2026-02-07 00:21:01.653746,60.98,H,mastercard,debit,0,corporate.com
30479,2026-02-07 00:20:01.653748,37.17,R,visa,credit,0,yahoo.com
30480,2026-02-07 00:19:01.653751,108.47,H,visa,debit,0,anon.net
30481,2026-02-07 00:18:01.653754,13.35,H,visa,debit,1,corporate.com
30482,2026-02-07 00:17:01.653756,172.32,W,amex,debit,0,corporate.com
30483,2026-02-07 00:16:01.653759,298.5,R,visa,credit,0,corporate.com
30484,2026-02-07 00:15:01.653762,128.57,W,amex,credit,0,anon.net
30485,2026-02-07 00:14:01.653764,79.64,C,mastercard,credit,0,corporate.com
30486,2026-02-07 00:13:01.653767,2.32,W,amex,debit,0,gmail.com
30487,2026-02-07 00:12:01.653786,14.33,W,mastercard,credit,0,yahoo.com
30488,2026-02-07 00:11:01.653789,63.61,R,visa,debit,0,anon.net
30489,2026-02-07 00:10:01.653791,51.69,H,visa,debit,0,yahoo.com
30490,2026-02-07 00:09:01.653794,167.48,W,visa,credit,1,gmail.com
30491,2026-02-07 00:08:01.653796,202.42,C,visa,credit,0,corporate.com
30492,2026-02-07 00:07:01.653799,80.25,W,visa,credit,1,corporate.com
30493,2026-02-07 00:06:01.653802,88.73,W,amex,debit,1,yahoo.com
30494,2026-02-07 00:05:01.653804,109.78,W,visa,credit,0,corporate.com
30495,2026-02-07 00:04:01.653807,60.03,W,mastercard,credit,0,yahoo.com
30496,2026-02-07 00:03:01.653810,0.97,W,amex,credit,0,gmail.com
30497,2026-02-07 00:02:01.653813,2.21,C,amex,credit,0,gmail.com
30498,2026-02-07 00:01:01.653815,102.95,W,amex,debit,0,anon.net
30499,2026-02-07 00:00:01.653818,86.92,C,mastercard,credit,0,corporate.com
30500,2026-02-06 23:59:01.653821,47.18,W,visa,debit,0,corporate.com
30501,2026-02-06 23:58:01.653824,85.35,H,mastercard,debit,0,yahoo.com
30502,2026-02-06 23:57:01.653826,353.7,H,mastercard,credit,0,anon.net
30503,2026-02-06 23:56:01.653829,37.29,C,amex,debit,0,anon.net
30504,2026-02-06 23:55:01.653832,37.43,R,mastercard,debit,0,yahoo.com
30505,2026-02-06 23:54:01.653835,4.91,H,visa,credit,0,corporate.com
30506,2026-02-06 23:53:01.653838,50.62,C,amex,credit,1,corporate.com
30507,2026-02-06 23:52:01.653840,6.87,C,visa,credit,1,anon.net
30508,2026-02-06 23:51:01.653843,83.44,W,amex,debit,0,gmail.com
30509,2026-02-06 23:50:01.653846,137.13,W,mastercard,credit,0,anon.net
30510,2026-02-06 23:49:01.653849,143.43,C,mastercard,debit,0,gmail.com
30511,2026-02-06 23:48:01.653851,0.96,C,visa,credit,0,anon.net
30512,2026-02-06 23:47:01.653854,203.68,H,visa,credit,0,corporate.com
30513,2026-02-06 23:46:01.653857,66.61,W,amex,credit,0,anon.net
30514,2026-02-06 23:45:01.653860,62.16,C,amex,credit,0,gmail.com
30515,2026-02-06 23:44:01.653862,73.31,W,mastercard,debit,0,yahoo.com
30516,2026-02-06 23:43:01.653865,89.72,H,mastercard,debit,0,anon.net
30517,2026-02-06 23:42:01.653868,21.36,C,visa,credit,0,anon.net
30518,2026-02-06 23:41:01.653870,0.26,H,mastercard,debit,0,corporate.com
30519,2026-02-06 23:40:01.653873,69.49,W,amex,credit,0,anon.net
30520,2026-02-06 23:39:01.653876,195.67,H,visa,credit,0,gmail.com
30521,2026-02-06 23:38:01.653879,67.81,C,mastercard,credit,1,anon.net
30522,2026-02-06 23:37:01.653881,118.73,H,mastercard,debit,0,gmail.com
30523,2026-02-06 23:36:01.653884,134.08,H,mastercard,credit,0,yahoo.com
30524,2026-02-06 23:35:01.653887,313.63,C,amex,credit,0,anon.net
30525,2026-02-06 23:34:01.653890,135.77,W,mastercard,debit,0,gmail.com
30526,2026-02-06 23:33:01.653892,89.42,H,amex,credit,0,gmail.com
30527,2026-02-06 23:32:01.653895,4.16,H,mastercard,debit,0,yahoo.com
30528,2026-02-06 23:31:01.653898,117.97,W,amex,debit,1,gmail.com
30529,2026-02-06 23:30:01.653900,94.22,C,mastercard,debit,0,anon.net
30530,2026-02-06 23:29:01.653903,11.22,C,mastercard,credit,0,anon.net
30531,2026-02-06 23:28:01.653906,7.49,R,amex,credit,0,yahoo.com
30532,2026-02-06 23:27:01.653912,78.42,C,amex,debit,0,anon.net
30533,2026-02-06 23:26:01.653915,466.41,W,amex,credit,0,gmail.com
30534,2026-02-06 23:25:01.653918,123.07,R,amex,credit,0,gmail.com
30535,2026-02-06 23:24:01.653921,19.89,C,visa,debit,0,yahoo.com
30536,2026-02-06 23:23:01.653923,27.76,W,visa,debit,0,anon.net
30537,2026-02-06 23:22:01.653926,62.13,W,visa,debit,0,yahoo.com
30538,2026-02-06 23:21:01.653929,27.15,H,amex,debit,0,corporate.com
30539,2026-02-06 23:20:01.653932,96.54,H,mastercard,debit,0,yahoo.com
30540,2026-02-06 23:19:01.653934,31.88,W,visa,debit,0,yahoo.com
30541,2026-02-06 23:18:01.653937,10.8,H,visa,credit,0,corporate.com
30542,2026-02-06 23:17:01.653940,51.31,H,mastercard,credit,0,anon.net
30543,2026-02-06 23:16:01.653942,118.12,H,amex,credit,0,anon.net
30544,2026-02-06 23:15:01.653945,271.77,C,amex,credit,0,corporate.com
30545,2026-02-06 23:14:01.653948,216.08,W,mastercard,credit,0,gmail.com
30546,2026-02-06 23:13:01.653950,9.13,C,visa,credit,1,gmail.com
30547,2026-02-06 23:12:01.653953,50.55,W,visa,credit,0,anon.net
30548,2026-02-06 23:11:01.653956,188.03,W,visa,credit,0,gmail.com
30549,2026-02-06 23:10:01.653959,172.17,W,amex,credit,0,gmail.com
30550,2026-02-06 23:09:01.653961,111.39,W,mastercard,debit,0,gmail.com
30551,2026-02-06 23:08:01.653964,31.0,W,visa,debit,0,corporate.com
30552,2026-02-06 23:07:01.653967,39.62,C,amex,credit,0,anon.net
30553,2026-02-06 23:06:01.653970,31.02,W,amex,debit,0,corporate.com
30554,2026-02-06 23:05:01.653972,278.02,R,amex,credit,0,corporate.com
30555,2026-02-06 23:04:01.653975,27.91,H,amex,credit,0,anon.net
30556,2026-02-06 23:03:01.653978,174.35,H,mastercard,credit,0,yahoo.com
30557,2026-02-06 23:02:01.653980,198.2,C,visa,debit,0,yahoo.com
30558,2026-02-06 23:01:01.653983,32.99,C,amex,credit,0,anon.net
30559,2026-02-06 23:00:01.653986,216.23,R,mastercard,debit,0,yahoo.com
30560,2026-02-06 22:59:01.653989,8.18,W,amex,debit,0,gmail.com
30561,2026-02-06 22:58:01.653991,49.06,H,amex,debit,0,anon.net
30562,2026-02-06 22:57:01.653994,79.5,W,visa,debit,0,corporate.com
30563,2026-02-06 22:56:01.653997,17.76,W,amex,debit,1,yahoo.com
30564,2026-02-06 22:55:01.653999,140.11,W,amex,debit,0,gmail.com
30565,2026-02-06 22:54:01.654002,412.68,W,mastercard,debit,0,gmail.com
30566,2026-02-06 22:53:01.654005,324.21,C,visa,credit,0,gmail.com
30567,2026-02-06 22:52:01.654007,2.17,W,visa,credit,0,yahoo.com
30568,2026-02-06 22:51:01.654010,239.19,H,amex,debit,0,yahoo.com
30569,2026-02-06 22:50:01.654013,150.83,H,visa,credit,0,corporate.com
30570,2026-02-06 22:49:01.654016,65.42,W,visa,debit,0,anon.net
30571,2026-02-06 22:48:01.654018,36.83,C,mastercard,credit,0,corporate.com
30572,2026-02-06 22:47:01.654021,27.5,C,visa,debit,0,anon.net
30573,2026-02-06 22:46:01.654024,73.78,W,mastercard,debit,0,anon.net
30574,2026-02-06 22:45:01.654027,4.98,H,amex,credit,0,anon.net
30575,2026-02-06 22:44:01.654029,346.24,W,amex,credit,0,yahoo.com
30576,2026-02-06 22:43:01.654032,64.87,R,amex,debit,1,corporate.com
30577,2026-02-06 22:42:01.654035,0.41,W,amex,debit,0,anon.net
30578,2026-02-06 22:41:01.654037,144.16,W,mastercard,credit,0,yahoo.com
30579,2026-02-06 22:40:01.654040,42.5,H,amex,debit,0,anon.net
30580,2026-02-06 22:39:01.654043,146.53,W,mastercard,debit,0,yahoo.com
30581,2026-02-06 22:38:01.654046,77.89,W,visa,debit,0,corporate.com
30582,2026-02-06 22:37:01.654048,15.73,H,visa,credit,0,gmail.com
30583,2026-02-06 22:36:01.654051,79.32,R,mastercard,credit,0,gmail.com
30584,2026-02-06 22:35:01.654054,227.15,W,mastercard,credit,0,anon.net
30585,2026-02-06 22:34:01.654057,6.48,W,visa,credit,0,anon.net
30586,2026-02-06 22:33:01.654059,78.46,W,mastercard,credit,0,corporate.com
30587,2026-02-06 22:32:01.654062,133.31,W,mastercard,credit,0,corporate.com
30588,2026-02-06 22:31:01.654065,29.14,H,visa,credit,0,gmail.com
30589,2026-02-06 22:30:01.654067,158.95,R,mastercard,debit,0,gmail.com
30590,2026-02-06 22:29:01.654070,199.71,W,visa,debit,0,gmail.com
30591,2026-02-06 22:28:01.654073,122.22,W,mastercard,debit,0,gmail.com
30592,2026-02-06 22:27:01.654075,4.88,W,amex,debit,0,yahoo.com
30593,2026-02-06 22:26:01.654078,35.2,H,mastercard,debit,0,anon.net
30594,2026-02-06 22:25:01.654081,15.64,W,mastercard,debit,0,yahoo.com
30595,2026-02-06 22:24:01.654084,46.13,H,amex,debit,0,gmail.com
30596,2026-02-06 22:23:01.654086,61.19,W,mastercard,debit,0,yahoo.com
30597,2026-02-06 22:22:01.654089,64.61,H,visa,credit,0,yahoo.com
30598,2026-02-06 22:21:01.654092,31.28,W,visa,credit,0,yahoo.com
30599,2026-02-06 22:20:01.654095,105.77,C,mastercard,credit,0,yahoo.com
30600,2026-02-06 22:19:01.654097,193.65,C,amex,debit,0,yahoo.com
30601,2026-02-06 22:18:01.654100,21.77,R,visa,debit,0,corporate.com
30602,2026-02-06 22:17:01.654103,63.02,C,amex,debit,0,yahoo.com
30603,2026-02-06 22:16:01.654106,407.05,W,visa,debit,0,anon.net
30604,2026-02-06 22:15:01.654108,101.69,W,visa,credit,0,anon.net
30605,2026-02-06 22:14:01.654111,30.19,W,visa,debit,0,yahoo.com
30606,2026-02-06 22:13:01.654113,11.15,W,mastercard,credit,0,yahoo.com
30607,2026-02-06 22:12:01.654116,78.57,W,amex,debit,0,corporate.com
30608,2026-02-06 22:11:01.654119,27.47,W,visa,debit,0,anon.net
30609,2026-02-06 22:10:01.654121,46.3,C,visa,credit,0,yahoo.com
30610,2026-02-06 22:09:01.654124,23.5,W,visa,debit,0,yahoo.com
30611,2026-02-06 22:08:01.654127,246.14,H,visa,credit,0,gmail.com
30612,2026-02-06 22:07:01.654130,56.74,H,mastercard,credit,0,yahoo.com
30613,2026-02-06 22:06:01.654132,55.24,H,mastercard,debit,0,gmail.com
30614,2026-02-06 22:05:01.654135,180.52,H,mastercard,debit,0,anon.net
30615,2026-02-06 22:04:01.654138,23.42,W,visa,credit,1,anon.net
30616,2026-02-06 22:03:01.654143,15.72,W,visa,debit,0,yahoo.com
30617,2026-02-06 22:02:01.654146,60.03,W,amex,credit,0,anon.net
30618,2026-02-06 22:01:01.654148,8.03,W,visa,credit,0,anon.net
30619,2026-02-06 22:00:01.654151,103.46,W,amex,credit,0,gmail.com
30620,2026-02-06 21:59:01.654154,35.37,C,visa,debit,0,yahoo.com
30621,2026-02-06 21:58:01.654157,78.89,H,mastercard,credit,0,gmail.com
30622,2026-02-06 21:57:01.654159,18.12,C,visa,credit,0,anon.net
30623,2026-02-06 21:56:01.654162,35.42,R,visa,credit,0,gmail.com
30624,2026-02-06 21:55:01.654165,387.2,C,mastercard,debit,0,corporate.com
30625,2026-02-06 21:54:01.654168,82.78,W,amex,debit,0,anon.net
30626,2026-02-06 21:53:01.654171,256.82,R,amex,credit,0,corporate.com
30627,2026-02-06 21:52:01.654173,8.79,W,visa,credit,0,corporate.com
30628,2026-02-06 21:51:01.654176,201.02,W,amex,credit,0,gmail.com
30629,2026-02-06 21:50:01.654179,45.34,C,visa,debit,0,gmail.com
30630,2026-02-06 21:49:01.654181,127.93,W,mastercard,credit,0,yahoo.com
30631,2026-02-06 21:48:01.654184,128.27,W,visa,credit,0,gmail.com
30632,2026-02-06 21:47:01.654186,85.11,W,mastercard,credit,0,anon.net
30633,2026-02-06 21:46:01.654189,144.88,H,mastercard,credit,0,anon.net
30634,2026-02-06 21:45:01.654192,76.4,W,amex,credit,0,corporate.com
30635,2026-02-06 21:44:01.654195,88.43,C,amex,debit,0,gmail.com
30636,2026-02-06 21:43:01.654197,23.94,W,visa,debit,0,yahoo.com
30637,2026-02-06 21:42:01.654200,0.8,H,visa,debit,0,gmail.com
30638,2026-02-06 21:41:01.654203,40.13,H,amex,debit,0,gmail.com
30639,2026-02-06 21:40:01.654205,143.61,H,visa,debit,0,anon.net
30640,2026-02-06 21:39:01.654208,88.25,W,visa,debit,0,gmail.com
30641,2026-02-06 21:38:01.654211,320.79,C,visa,credit,0,anon.net
30642,2026-02-06 21:37:01.654213,38.5,W,visa,credit,0,yahoo.com
30643,2026-02-06 21:36:01.654216,9.8,H,amex,debit,0,gmail.com
30644,2026-02-06 21:35:01.654219,100.49,H,amex,debit,0,anon.net
30645,2026-02-06 21:34:01.654222,91.4,C,visa,credit,0,yahoo.com
30646,2026-02-06 21:33:01.654224,38.96,W,amex,debit,1,gmail.com
30647,2026-02-06 21:32:01.654227,18.63,H,visa,debit,0,yahoo.com
30648,2026-02-06 21:31:01.654230,316.03,C,amex,credit,0,anon.net
30649,2026-02-06 21:30:01.654232,35.87,H,amex,credit,0,corporate.com
30650,2026-02-06 21:29:01.654235,7.71,C,mastercard,debit,0,gmail.com
30651,2026-02-06 21:28:01.654238,12.85,H,visa,credit,0,corporate.com
30652,2026-02-06 21:27:01.654241,54.89,H,visa,credit,0,gmail.com
30653,2026-02-06 21:26:01.654243,9.34,R,amex,credit,0,anon.net
30654,2026-02-06 21:25:01.654246,302.06,W,visa,debit,0,yahoo.com
30655,2026-02-06 21:24:01.654249,58.62,C,visa,debit,0,yahoo.com
30656,2026-02-06 21:23:01.654252,2.52,W,visa,debit,0,anon.net
30657,2026-02-06 21:22:01.654254,107.34,W,visa,debit,0,yahoo.com
30658,2026-02-06 21:21:01.654257,99.63,W,amex,debit,0,gmail.com
30659,2026-02-06 21:20:01.654260,19.45,C,amex,credit,0,anon.net
30660,2026-02-06 21:19:01.654262,29.59,W,mastercard,credit,0,gmail.com
30661,2026-02-06 21:18:01.654265,141.55,H,mastercard,debit,0,anon.net
30662,2026-02-06 21:17:01.654268,109.94,H,mastercard,credit,0,anon.net
30663,2026-02-06 21:16:01.654270,54.06,R,amex,credit,0,corporate.com
30664,2026-02-06 21:15:01.654273,57.71,C,mastercard,credit,1,corporate.com
30665,2026-02-06 21:14:01.654276,15.89,H,visa,debit,0,yahoo.com
30666,2026-02-06 21:13:01.654279,14.71,H,mastercard,debit,0,yahoo.com
30667,2026-02-06 21:12:01.654281,18.6,W,mastercard,credit,0,yahoo.com
30668,2026-02-06 21:11:01.654283,27.92,H,amex,credit,0,anon.net
30669,2026-02-06 21:10:01.654285,87.63,C,mastercard,credit,0,yahoo.com
30670,2026-02-06 21:09:01.654287,11.88,H,visa,debit,0,anon.net
30671,2026-02-06 21:08:01.654290,71.82,H,amex,debit,1,corporate.com
30672,2026-02-06 21:07:01.654292,317.72,H,visa,debit,1,anon.net
30673,2026-02-06 21:06:01.654295,6.53,H,mastercard,debit,0,yahoo.com
30674,2026-02-06 21:05:01.654298,254.74,R,amex,credit,0,anon.net
30675,2026-02-06 21:04:01.654300,39.72,R,amex,debit,0,anon.net
30676,2026-02-06 21:03:01.654310,69.2,W,visa,credit,0,gmail.com
30677,2026-02-06 21:02:01.654312,1.28,R,visa,debit,1,yahoo.com
30678,2026-02-06 21:01:01.654315,2.51,H,visa,credit,0,corporate.com
30679,2026-02-06 21:00:01.654317,151.35,W,mastercard,credit,0,yahoo.com
30680,2026-02-06 20:59:01.654320,75.1,C,visa,debit,0,yahoo.com
30681,2026-02-06 20:58:01.654322,109.42,W,visa,debit,0,anon.net
30682,2026-02-06 20:57:01.654325,9.05,H,amex,debit,0,gmail.com
30683,2026-02-06 20:56:01.654327,86.69,H,mastercard,credit,0,gmail.com
30684,2026-02-06 20:55:01.654330,5.56,H,visa,debit,0,yahoo.com
30685,2026-02-06 20:54:01.654332,14.03,R,amex,debit,1,corporate.com
30686,2026-02-06 20:53:01.654335,10.49,W,mastercard,debit,0,corporate.com
30687,2026-02-06 20:52:01.654337,180.1,W,mastercard,debit,1,corporate.com
30688,2026-02-06 20:51:01.654339,64.97,W,amex,debit,0,yahoo.com
30689,2026-02-06 20:50:01.654342,122.58,W,mastercard,credit,0,corporate.com
30690,2026-02-06 20:49:01.654345,74.52,C,amex,debit,0,anon.net
30691,2026-02-06 20:48:01.654348,38.46,W,visa,debit,0,corporate.com
30692,2026-02-06 20:47:01.654350,31.57,W,amex,debit,0,corporate.com
30693,2026-02-06 20:46:01.654353,283.13,R,amex,credit,0,yahoo.com
30694,2026-02-06 20:45:01.654355,368.3,C,visa,debit,0,anon.net
30695,2026-02-06 20:44:01.654358,240.27,W,mastercard,debit,0,anon.net
30696,2026-02-06 20:43:01.654360,0.9,W,amex,debit,0,gmail.com
30697,2026-02-06 20:42:01.654363,18.87,C,amex,debit,0,gmail.com
30698,2026-02-06 20:41:01.654366,3.19,H,mastercard,credit,0,yahoo.com
30699,2026-02-06 20:40:01.654368,36.16,H,mastercard,credit,1,yahoo.com
30700,2026-02-06 20:39:01.654371,88.01,W,visa,debit,0,anon.net
30701,2026-02-06 20:38:01.654376,36.87,C,amex,debit,1,corporate.com
